koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CONFIRMED,0.998,0,0,0,0,66.1843646,0.000454,-0.000454,141.62259,0.00621,-0.00621,0.877,0.024,-0.63,5.155,0.149,-0.149,561.0,30.0,-30.0,2.72,0.37,-0.21,436.0,8.57,3.14,-1.66,21.3,1.0,5640.0,76.0,-84.0,4.447,0.063,-0.117,0.978,0.135,-0.073,292.36957,43.910809,14.862
FALSE POSITIVE,0.0,0,1,1,0,0.768934934,6.06e-07,-6.06e-07,131.740302,0.000776,-0.000776,0.989,0.103,-0.597,1.216,0.153,-0.153,847.0,23.6,-23.6,4.09,0.63,-0.46,1713.0,2026.85,1111.64,-639.01,58.9,1.0,5390.0,206.0,-187.0,4.535,0.081,-0.099,0.777,0.12,-0.087,289.92453,49.882469,15.503
FALSE POSITIVE,0.0,0,0,1,0,12.2141545,0.000187,-0.000187,141.3677,0.0121,-0.0121,1.175,26.7,-0.538,10.262,0.724,-0.724,536.0,27.6,-27.6,18.13,3.48,-1.49,683.0,51.37,32.51,-13.95,24.7,1.0,5435.0,193.0,-193.0,4.578,0.025,-0.136,0.824,0.158,-0.068,299.03641,40.583172,15.352
CANDIDATE,0.365,0,0,0,0,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.0,23.9,-23.9,3.46,1.11,-0.37,511.0,16.17,14.92,-4.98,45.0,1.0,6461.0,158.0,-225.0,4.396,0.067,-0.202,1.131,0.363,-0.121,293.87988,41.393822,14.811
FALSE POSITIVE,,1,0,0,0,589.17968,0.0426,-0.0426,185.0175,0.0518,-0.0518,0.0431,0.4354,-0.043,10.2,2.3,-2.3,253.0,37.9,-37.9,4.91,2.18,-2.48,330.0,2.82,3.96,-2.24,7.7,2.0,5295.0,191.0,-211.0,3.617,0.477,-0.278,3.152,1.403,-1.594,291.72916,38.070019,13.439
CONFIRMED,0.743,0,0,0,0,7.46718958,5.66e-05,-5.66e-05,136.39348,0.00581,-0.00581,0.486,0.05,-0.436,3.633,0.172,-0.172,75.7,4.6,-4.6,1.04,0.17,-0.06,1035.0,271.25,123.26,-53.59,18.8,1.0,6161.0,98.0,-147.0,4.399,0.032,-0.128,1.169,0.197,-0.07,288.0593,51.35445,12.77
FALSE POSITIVE,0.0,0,0,1,0,21.4618453,0.000296,-0.000296,132.2156,0.0105,-0.0105,1.139,74.89,-1.953,5.675,0.551,-0.551,122.0,11.3,-11.3,19.89,3.18,-2.87,722.0,64.17,28.59,-20.85,13.4,1.0,5806.0,105.0,-117.0,4.283,0.132,-0.108,1.213,0.194,-0.175,294.91699,45.680679,13.798
FALSE POSITIVE,0.0,1,0,0,0,0.56818769,,,132.06643,,,,,,2.0,,,,,,,,,,17741.94,26912.56,-7416.59,,1.0,,,,,,,,,,298.02026,40.265659,11.941
FALSE POSITIVE,0.0,1,0,0,0,7.0435762,,,136.2789,,,,,,15.76,,,,,,,,,,567.89,895.12,-321.58,,1.0,,,,,,,,,,292.93964,42.244156,12.484
CONFIRMED,1.0,0,0,0,0,5.21104597,1.37e-05,-1.37e-05,131.53797,0.0022,-0.0022,0.833,0.102,-0.625,3.3447,0.0635,-0.0635,103.0,3.1,-3.1,1.18,0.19,-0.1,1107.0,354.82,164.45,-80.86,36.9,2.0,6023.0,120.0,-132.0,4.423,0.054,-0.126,1.031,0.168,-0.084,293.18033,41.61776,12.797
FALSE POSITIVE,,1,0,0,0,205.30627,0.0173,-0.0173,186.434,0.0348,-0.0348,0.1543,0.3629,-0.1542,7.86,1.4,-1.4,671.0,148.0,-148.0,2.48,0.84,-0.24,314.0,2.29,2.26,-0.65,6.4,,6045.0,157.0,-198.0,4.494,0.044,-0.256,0.955,0.324,-0.09,294.64081,43.45393,15.971
CONFIRMED,1.0,0,0,0,0,17.46087931,5.28e-05,-5.28e-05,137.26594,0.00242,-0.00242,0.594,0.326,-0.377,2.2641,0.0721,-0.0721,812.0,38.3,-38.3,2.32,0.15,-0.12,568.0,24.6,5.57,-4.08,22.6,4.0,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
FALSE POSITIVE,0.0,0,0,1,1,16.37198661,2.82e-05,-2.82e-05,172.75926,0.00138,-0.00138,9.303,65.75,-6.594,3.8449,0.0654,-0.0654,4150.0,84.0,-84.0,540.37,39.3,-58.4,438.0,8.71,2.56,-2.57,54.5,1.0,4187.0,125.0,-125.0,4.656,0.056,-0.024,0.592,0.043,-0.064,298.67862,44.175499,15.654
CANDIDATE,0.871,0,0,0,0,6.810823723,1.01e-06,-1.01e-06,136.04667,0.000115,-0.000115,0.57,0.011,-0.01,7.98574,0.00861,-0.00861,14400.0,12.0,-12.0,26.06,6.36,-9.53,1626.0,1656.16,1245.3,-1094.83,1441.9,1.0,7226.0,228.0,-304.0,3.967,0.315,-0.135,2.079,0.507,-0.76,299.10281,47.377781,12.628
FALSE POSITIVE,0.0,1,0,1,0,0.980505042,9.38e-07,-9.38e-07,132.097771,0.00083,-0.00083,1.206,2.954,-0.102,1.4068,0.0467,-0.0467,427.0,10.0,-10.0,26.35,7.74,-4.75,1904.0,3100.61,2771.91,-1293.23,51.5,2.0,5794.0,182.0,-202.0,4.372,0.128,-0.192,1.059,0.311,-0.191,296.34799,44.501961,15.198
CONFIRMED,0.999,0,0,0,0,224.150923,0.00179,-0.00179,341.02756,0.00534,-0.00534,0.019,0.404,-0.019,12.455,0.174,-0.174,349.0,10.3,-10.3,2.41,0.48,-0.71,369.0,4.4,2.64,-2.42,34.2,1.0,6072.0,167.0,-137.0,4.133,0.301,-0.129,1.286,0.255,-0.383,294.49487,43.91362,13.093
CANDIDATE,0.989,0,0,0,0,47.3659328,0.00084,-0.00084,175.0355,0.0131,-0.0131,1.085,72.31,-6.696,7.929,0.558,-0.558,757.0,54.8,-54.8,11.97,3.3,-1.42,481.0,12.62,10.47,-4.03,16.0,1.0,5708.0,169.0,-186.0,4.482,0.078,-0.182,0.902,0.249,-0.107,289.88446,41.906551,15.817
CONFIRMED,0.999,0,0,0,0,4.24439049,2.72e-05,-2.72e-05,137.06643,0.00546,-0.00546,0.949,0.0,-0.711,3.282,0.135,-0.135,174.0,12.7,-12.7,2.07,0.3,-0.42,1305.0,686.99,291.72,-280.28,15.1,5.0,5896.0,117.0,-105.0,4.197,0.195,-0.105,1.24,0.183,-0.251,290.41327,38.34375,14.925
CONFIRMED,1.0,0,0,0,0,5.95958637,4.4e-05,-4.4e-05,135.00822,0.00449,-0.00449,0.26,0.198,-0.259,2.899,0.15,-0.15,133.0,9.6,-9.6,1.02,0.25,-0.08,897.0,153.48,111.26,-38.24,16.1,1.0,5452.0,164.0,-164.0,4.535,0.03,-0.17,0.9,0.214,-0.071,286.92429,47.053741,14.52
CONFIRMED,1.0,0,0,0,0,13.22714056,2.73e-05,-2.73e-05,142.20251,0.00166,-0.00166,0.013,0.406,-0.013,3.2861,0.051,-0.051,812.0,17.8,-17.8,2.22,0.15,-0.12,638.0,39.1,9.11,-6.79,51.8,1.0,5180.0,103.0,-103.0,4.548,0.036,-0.054,0.8,0.054,-0.043,286.55807,38.405369,14.443
CANDIDATE,0.987,0,0,0,0,14.7401061,0.00023,-0.00023,133.5305,0.0118,-0.0118,0.116,0.321,-0.116,5.637,0.383,-0.383,238.0,26.9,-26.9,1.48,0.41,-0.15,750.0,74.65,62.44,-21.67,10.3,1.0,5999.0,180.0,-198.0,4.494,0.048,-0.192,0.959,0.266,-0.095,298.38007,46.8894,15.479
CONFIRMED,0.999,0,0,0,0,3.306551643,6.4e-06,-6.4e-06,134.37211,0.00159,-0.00159,0.001,0.43,-0.001,1.8177,0.0485,-0.0485,509.0,15.6,-15.6,0.91,0.1,-0.13,554.0,22.19,7.37,-7.57,37.8,2.0,3561.0,71.0,-89.0,4.855,0.055,-0.055,0.411,0.045,-0.06,296.98505,43.65852,15.234
CONFIRMED,0.802,0,0,0,0,3.120828136,1.99e-06,-1.99e-06,139.466594,0.000513,-0.000513,0.784,0.029,-0.054,2.1878,0.0645,-0.0645,16500.0,213.0,-213.0,14.16,4.43,-1.48,1303.0,680.79,625.11,-203.01,113.5,1.0,6122.0,165.0,-201.0,4.471,0.052,-0.208,0.996,0.312,-0.104,282.96616,48.34507,14.804
CANDIDATE,,0,0,0,0,388.048463,0.00631,-0.00631,295.8353,0.0147,-0.0147,0.1973,0.258,-0.1972,3.456,0.603,-0.603,150.0,20.1,-20.1,3.0,0.14,-0.14,376.0,4.71,0.67,-0.64,8.3,1.0,5779.0,67.0,-67.0,3.765,0.017,-0.018,2.46,0.11,-0.12,284.31519,45.132259,11.084
CANDIDATE,,0,0,0,0,19.11280242,,,143.6245952,,,,,,1.58,,,,,,,,,,,,,,1.0,,,,,,,,,,287.11761,47.61618,15.952
CANDIDATE,1.0,0,0,0,0,9.88736642,8.5e-05,-8.5e-05,139.52781,0.00695,-0.00695,0.383,0.069,-0.383,4.23,0.204,-0.204,68.0,5.4,-5.4,0.68,0.17,-0.06,768.0,82.32,60.72,-20.62,14.6,1.0,5693.0,136.0,-153.0,4.57,0.032,-0.179,0.816,0.21,-0.07,294.99725,43.435921,13.461
CONFIRMED,1.0,0,0,0,0,26.39432897,5.72e-05,-5.72e-05,176.05459,0.00176,-0.00176,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1510.0,36.3,-36.3,3.07,0.41,-0.22,489.0,13.49,6.07,-3.21,48.2,1.0,5129.0,154.0,-154.0,4.595,0.03,-0.084,0.763,0.103,-0.055,289.39972,51.25032,15.234
FALSE POSITIVE,0.0,0,1,0,0,2.665875491,2.55e-07,-2.55e-07,131.6187983,7.97e-05,-7.97e-05,0.878,0.024,-0.028,7.59461,0.00451,-0.00451,161000.0,76.8,-76.8,67.43,22.8,-9.77,1502.0,1199.89,1230.67,-460.09,2274.7,1.0,6234.0,195.0,-260.0,4.351,0.093,-0.201,1.159,0.392,-0.168,291.99097,45.234138,12.156
FALSE POSITIVE,0.0,0,0,1,1,8.3606759,8.11e-05,-8.11e-05,138.81934,0.0076,-0.0076,0.259,0.215,-0.259,6.287,0.268,-0.268,195.0,13.4,-13.4,1.49,0.22,-0.17,929.0,176.04,74.34,-48.07,17.7,2.0,5771.0,104.0,-115.0,4.374,0.105,-0.105,1.068,0.161,-0.12,290.32867,37.72311,13.982
CANDIDATE,0.994,0,0,0,0,120.938669,0.00247,-0.00247,246.252,0.0181,-0.0181,0.011,0.433,-0.011,8.818,0.358,-0.358,782.0,60.3,-60.3,2.32,0.45,-0.33,333.0,2.91,1.89,-1.06,15.0,1.0,5456.0,207.0,-189.0,4.477,0.112,-0.138,0.843,0.163,-0.122,298.23279,44.756432,15.54
CANDIDATE,0.0,0,0,0,0,5.22422449,,,133.01192,,,,,,4.56,,,,,,,,,,29.83,10.15,-10.72,,1.0,,,,,,,,,,294.35617,41.777206,11.446
FALSE POSITIVE,0.0,1,0,1,1,12.42618005,9.61e-05,-9.61e-05,141.50486,0.00719,-0.00719,0.935,0.011,-0.018,28.1949,0.0,0.0,1520.0,16.2,-16.2,3.48,0.27,-0.26,551.0,21.8,6.29,-5.33,113.1,1.0,4624.0,125.0,-139.0,4.619,0.035,-0.035,0.684,0.052,-0.052,297.66675,40.65416,15.889
FALSE POSITIVE,,1,0,0,0,6.7210783,,,134.7775984,,,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,291.6069,38.348061,14.792
FALSE POSITIVE,0.0,0,1,0,0,17.79391159,1.41e-05,-1.41e-05,134.035628,0.000886,-0.000886,0.692,0.013,-0.011,4.3194,0.0219,-0.0219,93400.0,744.0,-744.0,33.3,0.0,0.0,697.0,55.88,0.0,0.0,247.0,1.0,5780.0,,,4.438,,,1.0,,,288.02426,43.545841,16.328
FALSE POSITIVE,,1,0,0,0,374.318792,0.00699,-0.00699,431.5127,0.0296,-0.0296,0.8507,2.188,-0.8498,5.96,1.5,-1.5,1540000.0,389000.0,-389000.0,243.21,104.0,-18.2,241.0,0.79,1.05,-0.19,10.3,1.0,5997.0,192.0,-188.0,4.572,0.03,-0.03,0.815,0.349,-0.061,296.20227,39.40519,15.369
CANDIDATE,0.998,0,0,0,0,34.2966363,0.000229,-0.000229,143.66728,0.00505,-0.00505,0.711,0.034,-0.513,19.718,0.267,-0.267,697.0,11.9,-11.9,3.29,0.52,-0.57,584.0,27.6,11.53,-9.73,66.7,1.0,5490.0,82.0,-74.0,4.263,0.174,-0.116,1.167,0.182,-0.202,294.23007,48.204479,14.965
CONFIRMED,1.0,0,0,0,0,17.42115972,2.09e-05,-2.09e-05,184.245906,0.000957,-0.000957,0.651,0.154,-0.419,4.9974,0.0502,-0.0502,928.0,9.2,-9.2,3.11,0.47,-0.15,674.0,48.91,20.99,-8.39,114.3,1.0,5679.0,103.0,-125.0,4.487,0.024,-0.128,0.972,0.149,-0.047,283.89966,45.016891,13.939
CANDIDATE,0.999,0,0,0,0,46.2991052,0.000117,-0.000117,155.80223,0.00198,-0.00198,0.025,0.37,-0.025,5.2481,0.061,-0.061,855.0,17.9,-17.9,4.33,1.59,-1.94,592.0,29.04,31.95,-21.12,55.0,1.0,5396.0,160.0,-144.0,4.035,0.504,-0.216,1.507,0.553,-0.676,297.07861,49.502079,14.082
CANDIDATE,,0,0,0,0,542.91133,0.0268,-0.0268,409.6919,0.0281,-0.0281,0.3766,0.057,-0.3765,15.9,1.3,-1.3,750.0,78.7,-78.7,2.27,0.86,-0.18,199.0,0.37,0.43,-0.09,13.1,1.0,5583.0,157.0,-147.0,4.559,0.03,-0.256,0.824,0.313,-0.065,289.3334,45.242641,15.373
CONFIRMED,0.9,0,0,0,0,3.85690686,1.12e-05,-1.12e-05,134.47405,0.00251,-0.00251,0.466,0.451,-0.257,2.0808,0.0742,-0.0742,128.0,6.2,-6.2,0.93,0.09,-0.04,972.0,210.44,57.8,-26.93,24.3,1.0,5272.0,73.0,-84.0,4.574,0.015,-0.085,0.813,0.08,-0.029,289.44452,41.31776,13.746
FALSE POSITIVE,0.0,0,1,0,0,26.71841755,2.86e-06,-2.86e-06,138.0518033,9.29e-05,-9.29e-05,1.069,0.013,-0.015,8.14155,0.00447,-0.00447,73000.0,38.5,-38.5,66.69,19.7,-21.7,727.0,65.88,59.97,-39.63,2173.1,1.0,5957.0,196.0,-196.0,4.168,0.3,-0.175,1.286,0.38,-0.418,296.12494,42.522102,13.144
CANDIDATE,1.0,0,0,0,0,8.29482811,2.18e-05,-2.18e-05,133.50201,0.0024,-0.0024,0.932,0.042,-0.684,2.7437,0.0778,-0.0778,560.0,16.3,-16.3,2.76,0.79,-0.34,876.0,139.38,119.78,-46.7,38.1,1.0,5773.0,173.0,-208.0,4.478,0.067,-0.202,0.939,0.268,-0.115,283.34427,48.223911,14.469
FALSE POSITIVE,0.0,0,1,1,1,1.33258455,3.23e-05,-3.23e-05,132.0268,0.0237,-0.0237,1.141,2.093,-0.22,5.77,1.1,-1.1,153.0,24.0,-24.0,15.89,4.76,-1.71,1680.0,1884.66,1668.18,-580.88,8.1,1.0,6039.0,168.0,-210.0,4.493,0.052,-0.208,0.951,0.285,-0.102,295.3027,46.772018,15.556
FALSE POSITIVE,0.0,0,0,1,1,3.74784374,4.21e-05,-4.21e-05,134.19157,0.00921,-0.00921,0.093,0.373,-0.093,3.658,0.262,-0.262,117.0,10.9,-10.9,1.08,0.32,-0.13,1226.0,534.57,469.74,-174.27,12.8,1.0,6122.0,171.0,-214.0,4.471,0.05,-0.2,0.996,0.296,-0.118,290.97906,50.258148,15.13
FALSE POSITIVE,0.0,0,1,1,1,8.21429932,5.05e-05,-5.05e-05,135.00609,0.00466,-0.00466,0.667,0.284,-0.457,3.099,0.139,-0.139,70.7,4.3,-4.3,1.66,0.36,-0.52,1312.0,701.11,446.57,-408.62,19.7,1.0,6277.0,174.0,-174.0,3.951,0.273,-0.117,1.869,0.395,-0.592,294.17792,46.191711,12.344
FALSE POSITIVE,0.0,0,0,1,1,4.350413063,9.22e-06,-9.22e-06,171.43565,0.00157,-0.00157,0.549,0.392,-0.323,1.7694,0.0583,-0.0583,193.0,6.4,-6.4,1.26,0.37,-0.12,1088.0,331.98,278.44,-92.9,37.8,1.0,5978.0,143.0,-179.0,4.534,0.048,-0.204,0.876,0.257,-0.086,290.2316,40.356571,13.211
FALSE POSITIVE,0.0,1,0,1,0,0.687004402,3.11e-06,-3.11e-06,131.86316,0.00378,-0.00378,0.689,0.061,-0.429,3.829,0.163,-0.163,93.7,2.8,-2.8,2.89,0.56,-1.67,3535.0,36888.8,23120.69,-31195.46,45.0,3.0,6240.0,212.0,-212.0,3.684,0.629,-0.111,2.803,0.541,-1.623,299.62277,45.364079,13.316
CONFIRMED,0.997,0,0,0,0,6.40087137,2.28e-05,-2.28e-05,136.8824,0.0029,-0.0029,0.861,0.056,-0.596,2.5561,0.0834,-0.0834,134.0,6.3,-6.3,1.91,0.33,-0.5,1109.0,357.44,179.7,-172.99,24.4,1.0,5426.0,119.0,-76.0,4.107,0.227,-0.105,1.421,0.247,-0.371,287.30786,39.14473,12.988
CANDIDATE,,0,0,0,0,84.934357,0.00331,-0.00331,157.8966,0.0177,-0.0177,0.1612,0.3733,-0.1609,3.169,0.74,-0.74,130.0,45.1,-45.1,1.6,0.73,-0.4,531.0,18.83,26.28,-9.77,5.9,1.0,6290.0,194.0,-235.0,4.156,0.23,-0.238,1.395,0.637,-0.351,290.15518,44.254017,13.67
CANDIDATE,,0,0,0,0,67.8766605,0.000797,-0.000797,187.3703,0.0105,-0.0105,0.0011,0.4505,-0.001,2.598,0.229,-0.229,389.0,45.4,-45.4,1.92,0.82,-0.17,455.0,10.11,12.69,-2.79,9.1,2.0,6018.0,158.0,-194.0,4.485,0.044,-0.302,0.975,0.415,-0.089,291.16437,45.318291,14.953
CONFIRMED,0.94,0,0,0,0,13.2970695,0.000107,-0.000107,140.94606,0.0054,-0.0054,0.03,0.414,-0.03,3.283,0.195,-0.195,220.0,16.5,-16.5,0.91,0.07,-0.08,515.0,16.64,5.13,-4.33,14.9,2.0,4500.0,133.0,-133.0,4.632,0.048,-0.028,0.633,0.05,-0.055,284.82803,44.60873,14.993
FALSE POSITIVE,0.0,0,1,1,0,1.340649911,2.91e-06,-2.91e-06,132.05521,0.00305,-0.00305,0.561,0.026,-0.019,5.0912,0.0166,-0.0166,628000.0,1070.0,-1070.0,127.25,35.3,-28.8,2004.0,3824.87,3238.89,-1870.2,791.0,1.0,6332.0,199.0,-244.0,4.26,0.18,-0.18,1.222,0.339,-0.277,293.0744,46.899979,14.558
CONFIRMED,0.934,0,0,0,0,140.251943,0.00168,-0.00168,175.137,0.0103,-0.0103,0.323,0.139,-0.323,6.576,0.327,-0.327,568.0,54.8,-54.8,1.84,0.05,-0.12,271.0,1.28,0.17,-0.24,11.9,1.0,4821.0,76.0,-86.0,4.529,0.064,-0.016,0.788,0.023,-0.051,296.45776,41.266022,15.429
CANDIDATE,,0,0,0,0,303.226376,0.00246,-0.00246,344.05409,0.00785,-0.00785,0.1097,0.3787,-0.1096,1.802,0.144,-0.144,1460.0,170.0,-170.0,3.66,1.48,-0.38,274.0,1.33,1.61,-0.39,12.7,1.0,5952.0,173.0,-194.0,4.469,0.057,-0.284,0.955,0.387,-0.098,298.29181,48.465691,14.897
CANDIDATE,0.334,0,0,0,0,379.67276,0.0232,-0.0232,445.9701,0.0232,-0.0232,0.302,0.153,-0.302,9.662,0.866,-0.866,254.0,38.6,-38.6,1.33,0.36,-0.11,247.0,0.88,0.7,-0.23,7.9,1.0,6156.0,167.0,-186.0,4.563,0.035,-0.196,0.824,0.22,-0.073,291.45468,49.043289,14.44
FALSE POSITIVE,,0,1,0,0,0.573036404,4.2e-08,-4.2e-08,120.5159138,6.37e-05,-6.37e-05,0.9279,0.01,-0.0047,1.3176,0.0118,-0.0118,4170.0,12.9,-12.9,9.97,4.07,-1.79,2376.0,7539.67,9042.6,-2999.78,419.6,1.0,5745.0,151.0,-160.0,4.29,0.155,-0.155,1.196,0.488,-0.214,298.74298,41.386292,13.302
FALSE POSITIVE,0.0,1,0,1,0,0.703399912,7.88e-07,-7.88e-07,131.65929,0.00103,-0.00103,0.393,0.065,-0.393,0.823,0.0417,-0.0417,531.0,21.4,-21.4,2.15,0.67,-0.21,2013.0,3879.31,3626.55,-1084.58,32.0,1.0,5955.0,179.0,-179.0,4.52,0.037,-0.213,0.91,0.283,-0.089,284.4447,40.693508,15.728
FALSE POSITIVE,0.0,0,1,0,0,0.755105584,4.6e-08,-4.6e-08,131.8133513,4.97e-05,-4.97e-05,0.732,0.034,-0.031,5.02374,0.00564,-0.00564,250000.0,153.0,-153.0,76.26,11.0,-5.45,2412.0,7996.1,3145.64,-1735.23,2158.5,1.0,6592.0,105.0,-157.0,4.369,0.032,-0.097,1.19,0.171,-0.085,284.35217,40.71471,11.638
FALSE POSITIVE,,1,0,0,0,613.82905,0.0326,-0.0326,263.471,0.0319,-0.0319,0.2616,0.1669,-0.2616,18.18,1.4,-1.4,148.0,16.5,-16.5,2.85,1.25,-1.41,307.0,2.1,2.78,-1.62,10.2,1.0,5636.0,173.0,-148.0,3.809,0.459,-0.224,2.357,1.027,-1.168,294.08139,43.824032,13.016
FALSE POSITIVE,,1,0,0,0,44.36123319,,,145.3581805,,,,,,2.49,,,,,,,,,,,,,,1.0,,,,,,,,,,289.30008,44.828609,15.621
FALSE POSITIVE,0.0,0,1,1,0,1.878156188,3.41e-06,-3.41e-06,136.2716,0.00142,-0.00142,0.959,0.013,-0.685,2.058,0.181,-0.181,788.0,23.5,-23.5,2.51,0.24,-0.22,1141.0,400.37,141.41,-105.3,38.4,1.0,5075.0,151.0,-151.0,4.598,0.072,-0.044,0.67,0.065,-0.059,300.31107,45.02494,15.75
FALSE POSITIVE,0.0,0,1,0,0,4.326946311,1.49e-07,-1.49e-07,132.1921929,2.82e-05,-2.82e-05,0.482,0.003,-0.003,5.55905,0.00063,-0.00063,409000.0,33.7,-33.7,106.99,29.2,-35.7,1481.0,1137.15,938.8,-696.22,4247.8,1.0,6231.0,188.0,-207.0,4.078,0.35,-0.15,1.501,0.41,-0.501,301.16916,44.645962,13.253
CONFIRMED,1.0,0,0,0,0,4.12511935,1.94e-05,-1.94e-05,133.64014,0.0038,-0.0038,0.253,0.195,-0.253,2.877,0.103,-0.103,115.0,5.9,-5.9,0.88,0.19,-0.08,1016.0,252.18,159.33,-67.19,21.6,2.0,5598.0,149.0,-166.0,4.565,0.036,-0.144,0.83,0.176,-0.075,295.94641,42.65892,14.236
CONFIRMED,0.998,0,0,0,0,4.35407371,2.04e-05,-2.04e-05,132.85695,0.00394,-0.00394,0.734,0.208,-0.532,2.427,0.104,-0.104,277.0,16.1,-16.1,1.63,0.39,-0.25,1043.0,279.53,199.23,-103.12,19.0,2.0,5455.0,162.0,-162.0,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404
CONFIRMED,1.0,0,0,0,0,3.20539622,1.4e-05,-1.4e-05,354.63069,0.00332,-0.00332,0.512,0.004,-0.477,2.143,0.0947,-0.0947,454.0,24.7,-24.7,1.7,0.11,-0.08,1000.0,236.11,53.42,-39.21,20.6,3.0,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.787,0.051,-0.039,299.22433,40.343182,15.812
FALSE POSITIVE,0.0,0,1,0,0,6.840305932,4.24e-07,-4.24e-07,137.5713643,5.1e-05,-5.1e-05,1.094,0.084,-0.13,4.32742,0.00366,-0.00366,125000.0,50.6,-50.6,62.08,18.1,-6.02,945.0,188.58,161.49,-54.1,2025.7,1.0,5970.0,161.0,-197.0,4.521,0.05,-0.2,0.908,0.265,-0.088,295.70044,48.834229,15.445
CONFIRMED,1.0,0,0,0,0,3.689920099,8.98e-06,-8.98e-06,170.36571,0.00191,-0.00191,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,427.0,13.8,-13.8,1.89,0.54,-0.2,1147.0,408.99,342.24,-123.32,35.6,1.0,5880.0,157.0,-192.0,4.518,0.046,-0.196,0.917,0.262,-0.098,291.62241,50.61824,15.242
CONFIRMED,0.996,0,0,0,0,6.1954595,2.41e-05,-2.41e-05,134.71507,0.00299,-0.00299,0.647,0.306,-0.431,2.952,0.104,-0.104,296.0,12.2,-12.2,1.37,0.08,-0.06,776.0,85.77,18.56,-13.52,27.1,5.0,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
FALSE POSITIVE,0.0,0,1,1,0,1.208524388,3.81e-07,-3.81e-07,131.985195,0.000238,-0.000238,1.259,2.644,-0.167,1.8478,0.0149,-0.0149,4760.0,27.5,-27.5,26.71,2.7,-2.21,1286.0,647.48,227.48,-166.04,181.3,1.0,4963.0,136.0,-151.0,4.63,0.03,-0.06,0.701,0.071,-0.058,295.10843,41.074059,15.349
CANDIDATE,,0,0,0,0,856.672115,0.00959,-0.00959,228.44988,0.00727,-0.00727,0.1158,0.2441,-0.1157,23.144,0.287,-0.287,858.0,27.7,-27.7,3.87,1.94,-0.75,242.0,0.81,1.22,-0.35,39.2,,6449.0,163.0,-210.0,4.232,0.163,-0.27,1.309,0.656,-0.254,287.58679,47.600021,13.997
FALSE POSITIVE,,1,0,0,0,498.24938,0.0156,-0.0156,313.7462,0.016,-0.016,0.1282,0.3461,-0.1279,8.73,0.996,-0.996,523.0,60.8,-60.8,14.02,1.07,-3.48,441.0,8.95,2.24,-4.49,11.8,1.0,4949.0,94.0,-155.0,3.136,0.03,-0.03,6.334,0.486,-1.569,293.91647,41.24197,12.519
CANDIDATE,0.493,0,0,0,0,2.440839436,6.8e-06,-6.8e-06,133.8407,0.00236,-0.00236,1.253,6.845,-0.044,0.968,0.174,-0.174,510.0,44.6,-44.6,21.29,2.26,-1.7,986.0,223.8,90.83,-59.89,14.4,1.0,4803.0,170.0,-170.0,4.623,0.032,-0.054,0.698,0.074,-0.056,297.05902,49.4785,15.877
FALSE POSITIVE,0.0,0,1,0,0,13.37499553,4.82e-05,-4.82e-05,142.38153,0.00296,-0.00296,0.045,0.43,-0.045,1.639,0.1,-0.1,458.0,31.4,-31.4,2.01,0.2,-0.24,703.0,57.85,16.38,-15.82,16.9,1.0,5263.0,78.0,-78.0,4.404,0.114,-0.066,0.961,0.096,-0.117,283.1788,41.989922,14.738
FALSE POSITIVE,0.0,0,0,0,1,1.33251589,1.49e-05,-1.49e-05,132.0842,0.0115,-0.0115,0.53,0.415,-0.31,4.216,0.185,-0.185,141.0,7.7,-7.7,1.3,0.43,-0.32,1747.0,2207.85,2163.24,-1106.29,22.2,1.0,5701.0,172.0,-189.0,4.291,0.247,-0.202,1.068,0.348,-0.261,294.53619,46.50983,15.255
CONFIRMED,0.97,0,0,0,0,151.8851881,0.000956,-0.000956,176.41272,0.00589,-0.00589,0.788,0.126,-0.552,12.091,0.152,-0.152,361.0,8.1,-8.1,2.47,0.39,-0.23,378.0,4.81,2.13,-1.19,46.3,2.0,6034.0,109.0,-133.0,4.359,0.063,-0.117,1.179,0.187,-0.109,293.62604,41.27282,13.004
